"Rank","Domain"
"925362","auctions.pipa.be"
"925528","canvas.ehb.be"
"926701","medbook.be"
"927130","pyroshop.be"
"927766","wandel.be"
"928064","www.bwincasino.be"
"928168","www.damart.be"
"928375","www.gezondheidenwetenschap.be"
"928444","www.hunkemoller.be"
"928682","www.medbook.be"
"928965","www.pyroshop.be"
"929398","xaco.smartschool.be"
"929804","sogeti.be"
"930652","www.ardennes-etape.be"
"930731","autoworld.be"
"931326","firstrowsports.be"
"931613","toerismevlaamsbrabant.be"
"932163","m2c2.be"
"932213","trendstop.levif.be"
"932392","fs-app.1platform.be"
"932565","trends.be"
"932697","bme.be"
"933259","geeko.lesoir.be"
"933637","www.myway.be"
"934026","www.nl.audi.be"
"934163","www.onem.be"
"934172","werkenvoor.be"
"935339","www.bobex.be"
"936091","visit.gent.be"
"936595","morningstar.be"
"937413","camco.be"
"937557","www.geopunt.be"
"937581","myflexijob.be"
"937899","amazon.be"
"938103","www.aviation24.be"
"938163","www.retaildetail.be"
"938356","ugr.be"
"938805","hetdepot.be"
"939112","backup.mailprotect.be"
"939194","royalantwerpfc.be"
"940230","serso.be"
"940300","bent.be"
"940499","myconsultation.be"
"940627","thefashionstore.be"
"940864","citadelle.be"
"941367","tickoweb.be"
"941773","www.crelan.be"
"941965","bike24.be"
"942824","refurbed.be"
"942968","osyrie.be"
"943123","bergere-de-france.be"
"943204","www.pluxee.be"
"943499","water-link-pensioenfonds.be"
"943616","solyd.be"
"943635","m1ns.be"
"943786","bouwdepot.be"
"944059","railfacilities.be"
"944238","www.goldforex.be"
"944781","vlaanderenvakantieland.be"
"944899","www.trivago.be"
"945048","www.axa.be"
"945290","netstore.rexel.be"
"946027","site.be"
"946116","vooruit.be"
"946427","zonnet.be"
"947111","widgets.burgerprofiel.vlaanderen.be"
"947120","prod.widgets.burgerprofiel.vlaanderen.be"
"947494","secure-gw.be"
"947759","triodos.be"
"948001","secure9.introlution.be"
"948019","tourismewallonie.be"
"948047","okaidi.be"
"948102","bienimmeubles.be"
"948272","travaillerpour.be"
"948332","betfirst.dhnet.be"
"948841","fw-b.be"
"949292","westtoer.be"
"949299","calvinklein.be"
"949356","kaffekapslen.be"
"949399","bakkersonline.be"
"949801","mister-auto.be"
"949868","rondevanvlaanderen.be"
"949892","www.regsol.be"
"950275","www.wielerflits.be"
"950558","comptoirdelor.be"
"950739","www.auto-doc.be"
"951174","www.uitinvlaanderen.be"
"951215","nl.vidaxl.be"
"951565","cyberfusion.be"
"951619","infotec.be"
"951650","wopi1.smartschool.be"
"951701","1ago.be"
"951907","pointculture.be"
"952064","www.volkswagen.be"
"952120","trends.knack.be"
"952169","www.uantwerpen.be"
"953144","wopi2.smartschool.be"
"953741","zdnet.be"
"953843","www.mijnenergie.be"
"954025","vincotte.be"
"954867","booksinbelgium.be"
"955302","jaarrekening.be"
"955590","oria.be"
"956080","yoin.be"
"956433","beterbed.be"
"956677","diatoetsen.be"
"957023","infino.be"
"957350","mybxl.be"
"957425","opinionworld.be"
"957657","seatsandsofas.be"
"957854","trendyfoods.be"
"958003","ygo.be"
"958492","etam.be"
"958824","lesjumelles.be"
"959850","bydauto.be"
"960117","goldenpalacedice.be"
"960274","kramer.be"
"960335","macsys.be"
"960404","monspar.be"
"961140","imagine-it.be"
"961214","www.flows.be"
"961257","www.bax-shop.be"
"961549","business.orange.be"
"961641","www.gaultmillau.be"
"961724","puzzelclub.be"
"961973","prikentik.be"
"962578","abvv.be"
"963583","www.moustique.be"
"964103","attractiv.be"
"964104","sharecom.be"
"964305","vliegtickets.be"
"964555","www.fr.audi.be"
"964949","openjustice.be"
"965294","ecopower.be"
"965464","erasmushogeschool.be"
"965847","www.notaris.be"
"966954","www.lekkervanbijons.be"
"967513","thechocolateline.be"
"967981","clstjean.be"
"968443","exactnet.be"
"968567","belgameubelen.be"
"968632","www.staatsbladmonitor.be"
"970530","dma.be"
"970558","publister.be"
"970585","pe.scoodle.be"
"970764","lapetition.be"
"971069","chrono24.be"
"971477","ecoverservice.be"
"971486","car-pass.be"
"972592","egotbnlabs.be"
"972786","mastodon-belgium.be"
"973016","www.health.belgium.be"
"973065","www.conrad.be"
"973112","starcasinosport.be"
"973144","www.kindengezin.be"
"973150","www.bricozone.be"
"973479","static.jobat.be"
"973592","whirlpool.be"
"974128","www.bruxelles.be"
"974320","www.leenbakker.be"
"974390","www.aclvb.be"
"974431","euroshop.be"
"974677","www.mr-bricolage.be"
"975120","www.notaire.be"
"975124","www.bolero.be"
"975425","mr.be"
"975569","ruru.be"
"975884","qmusic.medialaancdn.be"
"976107","journal.sudinfo.be"
"976122","cerclebrugge.be"
"976150","nl.viamichelin.be"
"976232","www.clstjean.be"
"976272","jouw-mening.be"
"976538","sbat.be"
"977044","vandenborrekitchen.be"
"977063","static1.qmusic.medialaancdn.be"
"977535","ohgreen.be"
"977748","sunnycars.be"
"977838","img.hbvl.be"
"978080","www.visitbruges.be"
"978629","mcm.be"
"979329","syscom.be"
"979366","onderwijs.vlaanderen.be"
"979413","bruxelles-j.be"
"979508","www.nl.fnac.be"
"979945","wandeleninlimburg.be"
"980027","biodiversity.be"
"980362","www.touring.be"
"980434","plateforme.apschool.be"
"980650","www.natuurpunt.be"
"981315","nuus.be"
"982279","www.onderwijskiezer.be"
"982441","www.reisroutes.be"
"982524","skoda.be"
"982899","www.inno.be"
"982945","iamapps.belgium.be"
"982959","trustup.be"
"983243","www.jazzguitar.be"
"983256","www.voo.be"
"983289","www.pathe.be"
"983396","efc.be"
"983514","www.vacancesweb.be"
"984939","pass-education.be"
"985139","webwsp.aps.kuleuven.be"
"985730","vrtnws-api.vrt.be"
"985788","eliott.be"
"985890","imagix.be"
"986022","jobs.belgiantrain.be"
"986323","www.swde.be"
"986691","basisschool-loksbergen.be"
"987025","energieplus-lesite.be"
"987211","visit.antwerpen.be"
"987575","www.solucious.be"
"987784","www.peugeot.be"
"988437","bofrost.be"
"988894","tickets.imagix.be"
"989556","www.eboxenterprise.be"
"989693","justice.belgium.be"
"990306","www.tuinadvies.be"
"990323","www.politie.be"
"990822","www.auto5.be"
"990831","facts.be"
"990906","www.eventbrite.be"
"991009","canon.be"
"991112","data-onderwijs.vlaanderen.be"
"991283","www.wandelknooppunt.be"
"991331","www.goudengids.be"
"991485","loberon.be"
"991544","mobilit.belgium.be"
"991759","dobbit.be"
"991806","www.loberon.be"
"991808","www.groupon.be"
"992306","zelektro.be"
"992380","justitie.belgium.be"
"992422","awel.be"
"992423","uia.ac.be"
"992519","www.zita.be"
"992552","my.eneco.be"
"992800","kalender-365.be"
"993108","webhost.be"
"993237","clientpm.swde.be"
"993293","www.albelli.be"
"993306","belegger.tijd.be"
"993482","lijst.dreambaby.be"
"994224","www.voetbalshop.be"
"994345","www.aeg.be"
"994705","kbdb.be"
"994739","centreantipoisons.be"
"994824","verzekeringen.be"
"995074","espacemode.be"
"995129","www.lesengages.be"
"995150","www.chrono24.be"
"995154","zelfmoord1813.be"
"995274","www.sportpaleis.be"
"995277","dvv.be"
"995296","www.fietsknooppunt.be"
"995750","fed.be"
"995887","kasterlinden.be"
"996107","www.thefork.be"
"996254","x2reg.be"
"996649","solidaris-wallonie.be"
"996984","www.pickx.be"
"997382","www.lampen24.be"
"997569","www.mijnmagazines.be"
"997929","www.kabas.be"
"998006","www.rajapack.be"
"998172","studyrama.be"
"998174","fondationbrel.be"
"998221","juridischforum.be"
"998306","proleague.be"
"998624","www.rtv.be"
"998717","close-up.be"
"998981","www.parentia.be"
"999159","koken.vtm.be"
"999161","eraly.be"
"999283","mitula.be"
"999378","losflippos.be"
"999432","erasme.be"
"999473","equino.be"
"999480","lethas.be"
"999485","moodle.lethas.be"
"999847","www.dille-kamille.be"
"999888","angeleye.be"
"999934","www.dyson.be"
